00:00:00	下面来到第二章举证
00:00:02	我们说现性带数数学分支
00:00:05	主要是为了解决解现性方程组的问题
00:00:10	那么解现性方程组
00:00:12	大家可以先看一下表格
00:00:15	你会发现什么呢
00:00:16	是不是这个现性方程组
00:00:18	其实我们早在中学的时候
00:00:21	也有过类似的求解思路
00:00:23	就是我可以通过一些同解变换
00:00:26	也就是说把这个现性方程组
00:00:29	通过一些方式转化成和它同解
00:00:33	但是形式更简单的方程组来求解
00:00:37	其实就是我们所谓的销员
00:00:40	那么这个时候我们再次去观察
00:00:43	你会发现其实这个现性方程组的解
00:00:49	跟我写不写这个字边量
00:00:51	是不是没关系
00:00:53	我写这个X1 X2 X3也好
00:00:56	不写他们也好
00:00:58	其实我解只跟谁有关
00:01:00	是不是就是每个方程前面的细数
00:01:04	和右端的长数下
00:01:06	是不是只和这些数有关
00:01:08	跟我字边量这个字母
00:01:10	其实没有什么太大的关系
00:01:12	我字母只是个代号而已
00:01:14	所以这个地方呢
00:01:15	为了我们求解形式简单
00:01:18	不如我就直接把细数和右端的自由下
00:01:22	我直接抽出来
00:01:23	我就给它写成一个表格的形式
00:01:26	我直接研究这个表格
00:01:29	我不就可以对应的求解
00:01:31	就按照这个思路的话
00:01:33	我们会发现
00:01:35	那么像这个形式
00:01:36	其实我们就称为矩阵
00:01:38	它是很有的研究的
00:01:40	好
00:01:40	那么下面我们就进入到第二章矩阵
00:01:44	这里大家首先看讲
00:01:46	以上的这个框图
00:01:48	你会发现这一章的内容非常非常的多
00:01:52	那这一首先说明一点
00:01:54	就是你的教材可能它的结构
00:01:57	和我的安排是不完全一样的
00:02:00	没关系
00:02:01	你就跟着我的这个顺序来走
00:02:04	因为确实这个全国的各种教材
00:02:07	我也基本研究了一遍
00:02:09	因为现性带术
00:02:11	它的各章结之间的联系是非常紧密的
00:02:14	那么所以说
00:02:15	我按照什么样的顺序
00:02:17	去进行书写和教训
00:02:20	这不一样的作者
00:02:21	有它不一样的想法
00:02:23	那么这里我就统一的按照
00:02:25	我这边一个比较顺的思路
00:02:27	给大家进行讲究
00:02:29	那么保证这个知识
00:02:31	前后是成结的
00:02:33	等你这六章全部学完了之后
00:02:36	你自然的所有的你教材里的知识点
00:02:39	所有你铸子上的考点
00:02:40	我们都讲得到
00:02:42	这里不需要担心
00:02:43	好
00:02:44	那么矩阵这一章确实也是
00:02:46	整个我们这六章中知识体系
00:02:49	最龐大的一章
00:02:51	小知识点很多
00:02:53	那么我们主要可以分成
00:02:55	这么起类的
00:02:56	极大类
00:02:57	那么首先就是从一开始
00:03:00	一直到后面分块矩阵运算
00:03:04	那么就是前面的这一大部分
00:03:07	其实我们都是在研究什么
00:03:09	就是在研究矩阵
00:03:11	它的运算各种和样的运算
00:03:14	那么在往下
00:03:16	初等变换
00:03:17	和初等矩阵这个部分
00:03:20	实际上是研究矩阵内部的一种变换
00:03:24	叫做初等变换的知识
00:03:27	那么在最后
00:03:29	我们讲的是矩阵的制
00:03:32	就这一章基本上而言
00:03:34	我们可以分为矩阵的各种各样的运算
00:03:38	矩阵的初等变换
00:03:40	和矩阵的制者三大块内容
00:03:43	好
00:03:43	那么下面我们就先进入到
00:03:46	第一节矩阵的概念和基本运算
00:03:50	那么这里我们要讲解了基本运算
00:03:52	包括现性运算
00:03:54	承法和转制
00:03:56	这三种矩体是什么意思
00:03:58	我们往下看
00:03:59	你就知道了
00:04:00	好
00:04:00	那么首先我们先来看矩阵的概念
00:04:06	所谓矩阵
00:04:07	一句话
00:04:07	它是什么呢
00:04:08	它是一个数表
00:04:11	它是一个数表
00:04:12	就是一个表格
00:04:13	好
00:04:14	注意到这里
00:04:15	就要和行列式开始做区分了
00:04:19	首先行列是我们说
00:04:22	行数和列数必须要相等
00:04:25	它要是个方的才行
00:04:27	但是矩阵
00:04:29	是不是一定要满足这一点
00:04:31	不需要
00:04:31	你作为一个表格
00:04:33	矮目行 矩
00:04:34	行数和列数是可以不一样的
00:04:38	没关系
00:04:39	这个地方要注意
00:04:40	好
00:04:41	那么这个我们就称为
00:04:42	暗城安的矩阵
00:04:44	这两个技法
00:04:45	把它记一下
00:04:46	那么矩阵
00:04:47	我们在现性带书中
00:04:49	标准的矩法
00:04:51	就是加粗体的大写字母
00:04:55	A、B、C等等
00:04:56	就你要看到这个矩阵
00:04:57	它是粗体的
00:04:59	那么或者你可以把它的这个
00:05:01	暗号安列
00:05:02	写在右下角
00:05:04	那么矩阵的特殊情形
00:05:06	就是
00:05:07	如果行数等于列数
00:05:10	I、M等于N的时候
00:05:12	我们称
00:05:13	A、N叫什么呀
00:05:14	叫N、J、方阵
00:05:16	或者叫N、J、矩阵
00:05:18	这个是矩阵中一种
00:05:20	更为特殊的情况
00:05:21	那么事实上
00:05:22	我们后面研究逆
00:05:23	半随等等
00:05:24	都是围绕着方阵在研究的
00:05:28	那么你想
00:05:28	这个矩阵作为一个数表
00:05:30	如果它是方阵的话
00:05:33	那我是不是也可以给它求行列师
00:05:35	好
00:05:35	那么我给一个矩阵符号
00:05:38	两边套数线
00:05:40	就称为这个矩阵的行列师
00:05:43	也就是我们第一章讲的行列师
00:05:46	那么矩阵这里
00:05:47	我们看一下符号
00:05:49	首先
00:05:50	我们讲一上
00:05:51	统一采用的是
00:05:52	小扩号来表示的矩阵
00:05:56	是可以的
00:05:57	有的教材上用方扩号
00:06:01	来慌住这个矩阵
00:06:02	也是可以的
00:06:04	那么具体你怎么写
00:06:05	你去看你教你的那个老师
00:06:08	它习惯于怎么去写
00:06:09	或者它的规定是什么
00:06:12	不做特殊矩阵
00:06:13	你可以跟着我就写小扩号
00:06:14	那如果你的老师
00:06:16	它的习惯于写方扩号
00:06:18	那么你可以尊重它的写法
00:06:20	就这两种写法
00:06:21	小扩号
00:06:23	方扩号都是对的
00:06:25	不需要去争什么
00:06:26	都可以
00:06:28	那么哪些写法是不允许的
00:06:30	比如说你两边画数线
00:06:32	那肯定是不允许的
00:06:34	因为这样会跟行列师混小
00:06:36	那么再就是像大扩号
00:06:38	这种呢
00:06:40	花扩号也是不可以这样写
00:06:41	没有这种写法
00:06:43	就是矩阵小扩号
00:06:45	或者说原扩号和方扩号
00:06:47	都是可以的
00:06:48	那么这里我说清楚的
00:06:50	下面来看元素小挨挨
00:06:53	它的这个计法
00:06:55	其实和行列师都是同理的
00:06:58	那么也称为原或者是元素
00:07:01	以挨挨至为元素的矩阵
00:07:04	我们也是记作大A
00:07:06	你可以用这个小扩号
00:07:08	把AI这扩起来
00:07:09	你就知道
00:07:10	奥元素是它的矩阵了
00:07:12	那么特别的呢
00:07:13	一成一的矩阵
00:07:15	就是说这个表格里
00:07:17	只有小A1
00:07:19	这一个数
00:07:20	这算不算矩阵
00:07:22	这算
00:07:23	那其实我们写的时候
00:07:25	既然是一个数
00:07:26	我们这个扩号
00:07:28	就可以不用写了
00:07:29	你就直接记这个数
00:07:31	这个元素
00:07:32	它本身就行
00:07:34	那么也就说呢
00:07:35	一个元素
00:07:36	一个数
00:07:37	单挑出来
00:07:38	它那是一结的矩阵
00:07:41	或者说一结的方阵
00:07:43	它那是矩阵的一种特殊情况
00:07:46	其实这种情况
00:07:47	我们遇到的不多
00:07:48	但是你也要知道
00:07:50	好
00:07:50	那么下面我们接着看长件的一些矩阵关系
00:07:55	首先在矩阵这
00:07:57	我们第一个概念是什么呢
00:07:59	叫同型
00:08:01	什么叫同型
00:08:02	就是行数和列数对印相等
00:08:06	就是说两个矩阵的形状是一样的
00:08:09	你比方说有一个矩阵
00:08:11	1201
00:08:13	另一个矩阵
00:08:14	2345
00:08:17	这当然是两个不一样的数表
00:08:19	两个不一样的矩阵
00:08:20	但是他们都是二行二列的
00:08:24	所以我们就说
00:08:25	这两个矩阵是同型的矩阵
00:08:29	就这个意思
00:08:30	好
00:08:30	那么其他情况
00:08:31	以此类推
00:08:32	我就不举例了
00:08:33	再看第二个
00:08:35	矩阵相等
00:08:37	行列是相等
00:08:38	是什么意思
00:08:39	就是
00:08:40	是不是两个行列是
00:08:41	你求出来的矩相等
00:08:43	那么矩阵
00:08:44	作为两个表格
00:08:46	他们相等叫什么呢
00:08:47	一句话
00:08:48	就是每一个元素
00:08:50	你对印起来都相等
00:08:52	每一个元素你对起来都相等
00:08:55	那么采教相等
00:08:57	那你想
00:08:58	我相等前提首先要保证什么
00:09:02	是不是两个矩阵要同型对不对
00:09:04	如果你行数列数
00:09:06	你的形状都对不起来
00:09:09	你上哪去保证元素相等
00:09:10	没法保证的
00:09:12	所以说要保证相等
00:09:14	前提是同型
00:09:15	比方说
00:09:16	我们上面的这个例子
00:09:19	但是下一步要什么呢
00:09:20	每个元素
00:09:21	你对印检查
00:09:23	都要相等
00:09:24	那上面我们这个矩阵
00:09:26	其实他们不相等
00:09:27	对吧
00:09:28	那我们就用这个不等号
00:09:30	去表示他们
00:09:31	好
00:09:32	那么再来
00:09:33	那比方说
00:09:33	我再问你这个
00:09:34	一个矩阵它11
00:09:36	和一个二接方阵1111
00:09:40	请问这两个矩阵
00:09:42	是不是相等的呢
00:09:44	当然也是不相等
00:09:46	能理解吧
00:09:47	为什么
00:09:48	因为不同型
00:09:49	你行数列数不一样
00:09:50	我元素对不起来
00:09:52	好
00:09:52	那么到这
00:09:53	我们矩阵相等
00:09:55	应该要会判断
00:09:57	那么下面我们来先变稀一下
00:09:59	矩阵和行列式的区别
00:10:02	首先第一
00:10:03	矩阵是一个表格
00:10:05	行数列数可以不等
00:10:06	再复习一遍
00:10:08	行列式是个算式
00:10:10	我们要求它行数和列数
00:10:12	必须相等
00:10:14	才能计算行列式的值
00:10:17	好
00:10:17	那么第二
00:10:18	就是相等
00:10:19	两个矩阵相等
00:10:21	是同型且元素对应相等
00:10:24	那两个行列式的值相等
00:10:26	你不一定有对应元素相等
00:10:28	甚至接数都不一定相等
00:10:30	我举个例子
00:10:31	你比方说这个行列是一一一二
00:10:35	你求行列式
00:10:36	好
00:10:36	我这样
00:10:37	所以简单点
00:10:38	这样
00:10:38	一一零二
00:10:39	这是一个上三角行列式
00:10:41	对不对
00:10:42	来
00:10:42	口算它的值等于多少
00:10:45	主对角限元素成积等于二
00:10:50	好
00:10:50	那么再来
00:10:52	我给你再找一个对角称
00:10:53	比如说一一二
00:10:55	是不是它行列式
00:10:56	值也是二对不对
00:10:58	你看
00:10:58	这就叫做
00:10:59	A的行列式
00:11:01	这个值等于B行列式的值
00:11:04	那这两行列式的值是一样的
00:11:06	但是如果你
00:11:07	在同矩阵的视角看待它
00:11:10	那一个是二接矩阵
00:11:11	一个是三接矩阵
00:11:13	连接都不一样
00:11:14	对应元素也差得很大
00:11:16	那就完全不以不相等
00:11:18	也就是说行列式的值相等
00:11:21	你是推不出这两个矩阵
00:11:24	是相等关系的
00:11:25	这里要注意
00:11:26	好
00:11:27	好
00:11:28	那么下面
00:11:29	我们就来看
00:11:30	矩阵和矩阵之间
00:11:32	我们能做哪些运算呢
00:11:35	首先第一
00:11:36	叫做矩阵的加法
00:11:38	我们怎么定义呢
00:11:39	那两个矩阵
00:11:41	那就是两个表格
00:11:42	两个表格
00:11:43	我们定义它怎么加呢
00:11:45	就是
00:11:45	所有元素
00:11:47	对应相加
00:11:49	所有元素对应相加
00:11:51	你比方说
00:11:52	一二三四
00:11:54	我们举举例子就明白了
00:11:55	这个例子
00:11:56	你也可以当成是一个小立体来做
00:11:59	和一一负一负一
00:12:01	来这两个矩阵相加
00:12:02	等于什么呢
00:12:03	就是每一个位置
00:12:05	对应的远速
00:12:06	你把它加起来
00:12:08	一加一等于二
00:12:09	好
00:12:09	一行二厘
00:12:10	二加一等于三
00:12:12	二行一列
00:12:13	就是三简
00:12:14	一等于二
00:12:15	四简
00:12:16	一等于三
00:12:17	你看
00:12:18	这就是在对两个矩阵求和
00:12:22	那么这里你也注意到了
00:12:24	是不是必须要同性的矩阵
00:12:27	才能相加吧
00:12:28	你要是一样矩阵
00:12:30	你都不同型
00:12:31	那你元素都对不上
00:12:32	你跟谁家呢
00:12:33	是吧
00:12:34	所以说先保证同性
00:12:36	再相加
00:12:37	另外就要注意一点什么呢
00:12:39	就是和行列式的差分性质
00:12:42	你要去做区别
00:12:44	行列式
00:12:45	那我们说
00:12:46	你一次是只能动一行
00:12:49	或者离列
00:12:49	比方说
00:12:50	这是一二
00:12:51	加上个
00:12:52	这第一列是一样的
00:12:54	比如说第二列
00:12:55	一个是零一
00:12:56	另外一个
00:12:57	是一三
00:12:58	我随便举
00:12:59	那行列式相加
00:13:01	根据差分性质
00:13:03	是不是要做你保持
00:13:04	这个同样的这个
00:13:06	其他列不动
00:13:07	比方说你要保持一二不动
00:13:09	也就是说我一次只能动一列
00:13:12	那就应该变成
00:13:13	这是一次
00:13:14	我就只能动
00:13:16	这一列对应相加
00:13:18	那一定要记者他们的这个
00:13:19	曲别
00:13:20	矩阵
00:13:21	表格
00:13:22	所有元素
00:13:23	行列式
00:13:24	因为他本身的定义
00:13:25	那我们只能一次
00:13:27	只动一行
00:13:28	或者一列
00:13:29	那么矩阵加法的运算率
00:13:31	和数都是一样的
00:13:33	那么这里我们出现了
00:13:35	大写的
00:13:36	这个欧
00:13:37	这个是什么矩阵
00:13:38	它叫做零矩阵
00:13:40	我们下节课
00:13:41	会再讲一下
00:13:42	零矩阵是什么样的矩阵
00:13:44	就是一句话
00:13:45	它所有的元素都是零
00:13:47	它的接触不一定
00:13:49	也可以行数和列数不等
00:13:50	都没问题
00:13:52	但是它要求的特点是什么
00:13:54	就是它所有的元素
00:13:56	都必须是零
